Name	Year	Rating	Description	Visual Appeal	Reliability	Performance	Comfort	Service Experience	Maintenance cost	Extra Features	Likes	Dislikes	Used it for	Owned for	Mileage	Ridden for
Amit	3 years ago by	4	Royal enfield is like real gun to fire bullet	5			4	4		4	"
                            0"	"
                            0"	Everything	> 1 yr	30 kmpl	< 5000 kms
Vishal	3 years ago by	5	Awesome bike	5	5	5	4		5	4	"
                            1"	"
                            1"	Daily Commute	> 1 yr	32 kmpl	> 15000 kms
Balaji Athmuri	3 years ago by	5	Bullet 350	5	5	5	4	4	5	4	"
                            0"	"
                            0"	Everything	> 1 yr	40 kmpl	10000-15000 kms
Parminder Singh	3 years ago by	4	Must buy	5	5		4	4		4	"
                            2"	"
                            0"	Everything	> 1 yr	41 kmpl	> 15000 kms
Balu	3 years ago by	5	We will get guaranteed less price from this site	5	5	5			5		"
                            1"	"
                            0"	Everything	6 months-1 yr	40 kmpl	5000-10000 kms
Saqib	3 years ago by	5	Made like gun	5	5	5	4		5	4	"
                            2"	"
                            0"	Daily Commute	> 1 yr	39 kmpl	5000-10000 kms
Md Afzal	3 years ago by	5	Spicy	5	5	5	4	4	5	4	"
                            0"	"
                            0"	Everything	> 1 yr	42 kmpl	5000-10000 kms
Atharva	3 years ago by	5	All about bike	5	5	5	4		5	4	"
                            0"	"
                            0"	Everything	6 months-1 yr	42 kmpl	< 5000 kms
Ariharan	3 years ago by	5	Experience	5	5	5			5		"
                            1"	"
                            1"	Daily Commute	Never owned		30 kmpl
Jaswant Singh	3 years ago by	4	Stunning bike								"
                            0"	"
                            1"	Everything	6 months-1 yr	40 kmpl	5000-10000 kms
Jaswanth	3 years ago by	5	Royal rolls	5	5	5			5		"
                            1"	"
                            0"	Daily Commute	> 1 yr	37 kmpl	> 15000 kms
Aniket	3 years ago by	4	Suitable for 30000 salary person	5	5						"
                            0"	"
                            1"	Daily Commute	> 1 yr	25 kmpl	> 15000 kms
Manish	3 years ago by	5	Class	5	5	5			5		"
                            1"	"
                            0"	Everything	> 1 yr	36 kmpl	< 5000 kms
Punith	3 years ago by	5	Mass liker i suggest	5	5		4			4	"
                            1"	"
                            0"	Daily Commute	> 1 yr	35 kmpl	5000-10000 kms
Abhay Sharma	3 years ago by	5	Tourist review	5	5		4	4		4	"
                            0"	"
                            1"	Daily Commute	> 1 yr	30 kmpl	5000-10000 kms
Jayprakash	3 years ago by	4	Bullet 350	5			4	4		4	"
                            0"	"
                            0"	Tours	6 months-1 yr	27 kmpl	5000-10000 kms
Vicky Punwani	3 years ago by	5	Cann	5	5	5			5		"
                            0"	"
                            0"	Occasional Commute	> 1 yr	29 kmpl	> 15000 kms
Stanley	3 years ago by	1	"don't ever go for std 350 , after 3 years you will feel guilty on..."								"
                            0"	"
                            2"	Daily Commute	> 1 yr	40 kmpl	10000-15000 kms
Ajay	3 years ago by	5	Bullet bike best bike	5	5		4	4		4	"
                            1"	"
                            2"	Everything	3-6 months	45 kmpl	10000-15000 kms
Mireshmen	3 years ago by	5	Full review of re bullet 350 & classic	5	5	5	4		5	4	"
                            7"	"
                            0"	Everything	6 months-1 yr	39 kmpl	< 5000 kms
Gururaj Malihalli	3 years ago by	5	Bullet is bullet thing to compare with bullet	5	5	5			5		"
                            3"	"
                            0"	Everything	> 1 yr	34 kmpl	> 15000 kms
Abhinav	3 years ago by	5	Head lamp and alloy wheels with amazing sound	5	5	5			5		"
                            0"	"
                            2"	Everything	6 months-1 yr	45 kmpl	5000-10000 kms
Milind	3 years ago by	5	Royal enfield	5	5	5			5		"
                            4"	"
                            0"	Everything	Never owned		40 kmpl
Raghav Arora	3 years ago by	5	Royal enfield true story!	5	5	5	4		5	4	"
                            2"	"
                            0"	Everything	> 1 yr		> 15000 kms
Kumar Shanu	3 years ago by	5	The royal bike.	5			4	4		4	"
                            1"	"
                            0"	Everything	> 1 yr		> 15000 kms
Sunny	3 years ago by	4	What actually bullet is.....!!!	5			4	4		4	"
                            1"	"
                            1"	Daily Commute	6 months-1 yr	40 kmpl	10000-15000 kms
Bratin Kahaly	3 years ago by	5	A royal incomparable bike	5	5	5	4		5	4	"
                            1"	"
                            0"	Daily Commute	3-6 months	45 kmpl	5000-10000 kms
Indrani Basu	3 years ago by	4	Many generations one choice	5	5		4	4		4	"
                            6"	"
                            2"	Leisure Rides	Never owned		30 kmpl
Nikhil	3 years ago by	5	Very fantastic bike awesome	5	5	5			5		"
                            0"	"
                            1"	Daily Commute	6 months-1 yr	110 kmpl	10000-15000 kms
Adarsh Anand	3 years ago by	5	Review	5	5	5			5		"
                            3"	"
                            0"	Daily Commute	> 1 yr	35 kmpl	> 15000 kms
Gurdeep Seehra	3 years ago by	4	Cover all thing	5	5	5	4	4	5	4	"
                            1"	"
                            1"	Daily Commute	6 months-1 yr		5000-10000 kms
Rishabh Goyal	3 years ago by	5	Best performance	5	5	5	4		5	4	"
                            0"	"
                            0"	Daily Commute	6 months-1 yr	40 kmpl	5000-10000 kms
Usam	3 years ago by	4	Pros and cons of bullet 350	5	5	5	4		5	4	"
                            0"	"
                            2"	Daily Commute	6 months-1 yr	35 kmpl	5000-10000 kms
Dhruv	3 years ago by	5	Street bike	5	5	5	4		5	4	"
                            0"	"
                            0"	Tours	< 3 months	39 kmpl	< 5000 kms
Nareshsubburi	3 years ago by	5	Excellent	5	5	5	4	4	5	4	"
                            0"	"
                            1"	Daily Commute	< 3 months		< 5000 kms
Joshuva George	3 years ago by	4	A bike that tunes your heartbeat	5	5	5	4		5	4	"
                            0"	"
                            0"	Daily Commute	Never owned		40 kmpl
Sagar Baliyan	3 years ago by	5	Competitor for Dominar	5	5	5	4		5	4	"
                            0"	"
                            1"	Everything	> 1 yr	30 kmpl	10000-15000 kms
Maj Sheoran	3 years ago by	4	Classic 350 dark horse				4	4		4	"
                            0"	"
                            0"	Daily Commute	> 1 yr	33 kmpl	5000-10000 kms
Sajinder Singh	3 years ago by	3	Average bike				4	4		4	"
                            0"	"
                            0"	Everything	> 1 yr	40 kmpl	> 15000 kms
Mojit Sarkar	3 years ago by	5	Royal enfield is the king of all bikes.	5	5	5	4		5	4	"
                            3"	"
                            0"	Everything	Never owned		35 kmpl
Prabhas	3 years ago by	4	Aim at the target-bullet is yours....The royal enfield	5	5	5	4		5	4	"
                            2"	"
                            0"	Everything	> 1 yr	40 kmpl	10000-15000 kms
Vikas	3 years ago by	5	This called a desi beast				4	4		4	"
                            1"	"
                            0"	Daily Commute	> 1 yr		5000-10000 kms
Joseph Thomas Kalar...	3 years ago by	5	King of road	5	5	5	4		5	4	"
                            1"	"
                            0"	Daily Commute	6 months-1 yr	42 kmpl	5000-10000 kms
Gautam	3 years ago by	4	Monster bike .....	5			4	4		4	"
                            2"	"
                            0"	Leisure Rides	> 1 yr	35 kmpl	5000-10000 kms
Yogesh Rathod	3 years ago by	4	My life	5	5	5	4	4	5	4	"
                            2"	"
                            0"	Daily Commute	> 1 yr	30 kmpl	> 15000 kms
Rahul Goyal	3 years ago by	5	Best bike ever owned	5	5	5			5		"
                            1"	"
                            1"	Daily Commute	> 1 yr	30 kmpl	5000-10000 kms
Shubham Sharma	3 years ago by	4	Bullet 350	5	5		4			4	"
                            0"	"
                            0"	Everything	6 months-1 yr	35 kmpl	10000-15000 kms
Shivam	3 years ago by	5	Awesome bike	5	5	5			5		"
                            0"	"
                            0"	Everything	6 months-1 yr	37 kmpl	10000-15000 kms
Shivam	3 years ago by	5	You should own an enfield at-least once in your life	5	5	5	4		5	4	"
                            1"	"
                            0"	Daily Commute	6 months-1 yr	38 kmpl	< 5000 kms
Rupesh	3 years ago by	5	Royal look	5	5	5			5		"
                            1"	"
                            0"	Everything	6 months-1 yr	35 kmpl	> 15000 kms
Parmvir Singh	3 years ago by	5	Excellent bike	5	5	5			5		"
                            0"	"
                            0"	Daily Commute	< 3 months	32 kmpl	< 5000 kms
Samarth Kambli	3 years ago by	2	Made for a selected number of people	5			4			4	"
                            25"	"
                            5"	Daily Commute	> 1 yr	40 kmpl	> 15000 kms
Syed Ansari	3 years ago by	5	Review with my experience	5	5	5	4		5	4	"
                            1"	"
                            1"	Daily Commute	> 1 yr	35 kmpl	> 15000 kms
Guruj	3 years ago by	5	Very useful review everyone should read	5	5	5			5		"
                            1"	"
                            0"	Daily Commute	> 1 yr	30 kmpl	10000-15000 kms
A Surya	3 years ago by	5	Its always a bullet!!	5	5	5	4		5	4	"
                            2"	"
                            0"	Daily Commute	> 1 yr	45 kmpl	10000-15000 kms
Deepak Khatri	3 years ago by	4	Classic bullet	5	5	5	4	4	5	4	"
                            1"	"
                            0"	Leisure Rides	> 1 yr	48 kmpl	< 5000 kms
Amit Sarkar	3 years ago by	5	The king of all bikes	5	5	5			5		"
                            0"	"
                            1"	Everything	Never owned		150 kmpl
Jibin	3 years ago by	4	Classy looks..	5			4	4		4	"
                            2"	"
                            0"	Leisure Rides	3-6 months	45 kmpl	< 5000 kms
Gaurav Chaudhary	3 years ago by	5	My loving bike royal enfield	5	5	5			5		"
                            1"	"
                            0"	Everything	> 1 yr	40 kmpl	10000-15000 kms
Raj Tyagi	3 years ago by	5	Amazing royal enfield	5	5	5	4	4	5	4	"
                            0"	"
                            0"	Daily Commute	> 1 yr	36 kmpl	> 15000 kms
Pritam Kumar Anand	3 years ago by	4	Review								"
                            0"	"
                            0"	Daily Commute	> 1 yr		10000-15000 kms
Jatin Chawla	3 years ago by	5	Classic 350 review	5	5	5	4	4	5	4	"
                            0"	"
                            0"	Everything	> 1 yr	30 kmpl	> 15000 kms
Teja	3 years ago by	4	Buy the bike with experience	5	5		4			4	"
                            1"	"
                            0"	Daily Commute	> 1 yr	30 kmpl	> 15000 kms
Aditya Yadav	3 years ago by	5	So amazing bike	5	5	5			5		"
                            0"	"
                            0"	Everything	> 1 yr	42 kmpl	5000-10000 kms
Rohit Pawar	3 years ago by	5	Awesome performance	5	5	5			5		"
                            1"	"
                            0"	Tours	Never owned		35 kmpl
Gidiyon	3 years ago by	5	Awesome	5	5	5			5		"
                            1"	"
                            0"	Everything	> 1 yr	35 kmpl	> 15000 kms
Gurdeep Singh	3 years ago by	5	Enfield lovers	5	5	5	4	4	5	4	"
                            0"	"
                            0"	Everything	> 1 yr	35 kmpl	10000-15000 kms
Abhinav Khullar	3 years ago by	5	Good bike	5	5	5			5		"
                            1"	"
                            0"	Occasional Commute	> 1 yr	50 kmpl	10000-15000 kms
Patel Hanif Salim	3 years ago by	5	Bullet 350 awesome	5	5	5	4		5	4	"
                            0"	"
                            0"	Everything	3-6 months	45 kmpl	< 5000 kms
Ankit Bajpai	3 years ago by	4	Royal enfield classic 350 review	5	5	5	4	4	5	4	"
                            0"	"
                            0"	Leisure Rides	Never owned		30 kmpl
Somyajit Sahoo	3 years ago by	5	Feel the power	5	5	5			5		"
                            0"	"
                            0"	Daily Commute	> 1 yr	38 kmpl	10000-15000 kms
Asoma	3 years ago by	3	Frequent maintenance needed	5			4	4		4	"
                            8"	"
                            2"	Everything	> 1 yr	28 kmpl	10000-15000 kms
Vivek Kumar	3 years ago by	5	Feeling dhuk dhuk	5	5	5	4		5	4	"
                            1"	"
                            0"	Daily Commute	3-6 months		< 5000 kms
Aryan Grover	3 years ago by	5	My fathers choice	5	5	5	4		5	4	"
                            0"	"
                            0"	Daily Commute	> 1 yr	45 kmpl	> 15000 kms
Kishore Kumar	3 years ago by	5	Superb bike	5			4	4		4	"
                            0"	"
                            0"	Everything	6 months-1 yr	46 kmpl	10000-15000 kms
Shailesh More	3 years ago by	5	"Boys Ride Toys, Men ride BULLET"	5	5	5			5		"
                            2"	"
                            0"	Daily Commute	3-6 months	46 kmpl	5000-10000 kms
Barath	3 years ago by	5	Daily commute - long drive	5			4	4		4	"
                            4"	"
                            0"	Daily Commute	> 1 yr	40 kmpl	> 15000 kms
Surendra	3 years ago by	5	Amazing performance	5	5	5	4		5	4	"
                            1"	"
                            0"	Leisure Rides	3-6 months	35 kmpl	< 5000 kms
Saurav	3 years ago by	4	Superb bike				4	4		4	"
                            0"	"
                            0"	Tours	> 1 yr	40 kmpl	< 5000 kms
Mohit	3 years ago by	5	Best part of life	5	5	5			5		"
                            0"	"
                            0"	Everything	> 1 yr	45 kmpl	< 5000 kms
Mohan Murali	3 years ago by	5	Excellent	5	5	5	4		5	4	"
                            4"	"
                            0"	Daily Commute	6 months-1 yr	52 kmpl	5000-10000 kms
